Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Annual_CTC_LPA,Comp_Ratio,Overwork_Strain,Role_Friction
23,Yes,Travel_Rarely,1320,Research & Development,8,1,Medical,4,Male,93,2,1,Laboratory Technician,3,Single,20586,1,Yes,11,3,1,0,5,2,3,5,4,1,2,10.17195,1.3821898821898821,16.0,1.2
38,No,Travel_Rarely,1495,Research & Development,4,2,Medical,4,Female,87,3,1,Laboratory Technician,3,Married,26176,7,No,19,3,4,1,7,5,2,0,0,0,0,8.4303,1.1455301455301456,4.0,1.2
53,No,Travel_Rarely,1395,Research & Development,24,4,Medical,2,Male,48,4,3,Healthcare Representative,4,Married,3458,3,No,15,3,3,0,11,2,3,4,3,1,2,17.86275,1.0284833357803551,24.0,1.2
48,Yes,Travel_Frequently,708,Sales,7,2,Medical,4,Female,95,3,1,Sales Representative,3,Married,11740,2,Yes,11,3,3,2,19,3,3,9,7,7,7,6.77025,1.0294687863512988,14.0,1.2
32,Yes,Travel_Rarely,1259,Research & Development,2,4,Life Sciences,4,Male,95,3,1,Laboratory Technician,2,Single,24852,1,No,12,3,1,0,1,2,3,1,0,0,0,3.55215,0.48267498267498266,2.0,1.2
26,No,Non-Travel,786,Research & Development,7,3,Medical,4,Male,76,3,1,Laboratory Technician,4,Single,11925,1,No,20,4,3,0,7,5,3,7,7,5,7,6.5535,0.8905058905058905,7.0,1.2
55,No,Travel_Rarely,1441,Research & Development,22,3,Technical Degree,1,Male,94,2,1,Research Scientist,2,Divorced,23737,5,No,12,3,4,1,8,1,3,4,2,1,2,9.01935,1.2249350649350648,22.0,1.4
34,No,Travel_Rarely,1157,Research & Development,5,2,Medical,2,Male,57,2,2,Laboratory Technician,4,Married,11912,1,No,14,3,3,1,15,3,4,15,10,4,13,10.1643,1.3811503811503811,5.0,1.2
60,No,Travel_Rarely,370,Research & Development,1,4,Medical,3,Male,92,1,3,Healthcare Representative,4,Divorced,20467,3,No,20,4,3,1,19,2,4,1,0,0,0,27.75165,1.5978564087505507,1.0,1.2
33,No,Travel_Rarely,267,Research & Development,21,3,Medical,2,Male,79,4,1,Laboratory Technician,2,Married,13637,1,No,18,3,4,3,14,6,3,14,11,2,13,5.1714,0.7027027027027027,21.0,1.2
37,No,Travel_Frequently,1278,Sales,1,4,Medical,3,Male,31,1,2,Sales Executive,4,Divorced,7677,1,No,14,3,3,2,6,2,2,6,3,1,3,24.28875,1.5286470871449205,1.0,1.0
34,No,Travel_Rarely,678,Research & Development,19,3,Life Sciences,2,Female,35,2,1,Research Scientist,4,Married,20338,1,No,12,3,2,0,10,3,3,10,9,8,7,7.46895,1.0143722943722944,19.0,1.4
23,Yes,Travel_Rarely,427,Sales,7,3,Life Sciences,3,Male,99,3,1,Sales Representative,4,Divorced,25103,1,Yes,21,4,2,1,3,2,3,3,2,0,2,5.80125,0.882124854594804,14.0,1.2
44,No,Travel_Rarely,921,Research & Development,2,3,Life Sciences,3,Female,96,4,3,Healthcare Representative,4,Married,14810,1,Yes,19,3,2,1,9,2,3,8,7,6,7,20.09145,1.1568051681104095,4.0,1.2
35,No,Travel_Frequently,146,Research & Development,2,4,Medical,1,Male,79,2,1,Research Scientist,4,Single,13970,0,Yes,14,3,3,0,6,2,4,5,4,1,4,12.5715,1.7073593073593074,4.0,1.4
43,No,Travel_Rarely,1179,Sales,2,3,Medical,4,Male,73,3,2,Sales Executive,4,Married,6069,1,Yes,17,3,1,1,10,3,3,10,9,8,8,20.00985,1.2593484191943507,4.0,1.0
24,No,Travel_Rarely,581,Research & Development,9,3,Medical,3,Male,62,4,1,Research Scientist,3,Married,17616,1,No,16,3,4,1,5,1,3,5,3,0,4,11.22255,1.524155844155844,9.0,1.4
41,No,Travel_Rarely,918,Sales,6,3,Marketing,4,Male,35,3,3,Sales Executive,3,Single,15869,1,No,12,3,2,0,10,3,3,10,8,8,7,23.56455,1.4830685283261114,6.0,1.0
29,No,Travel_Rarely,1082,Research & Development,9,4,Medical,4,Female,43,3,1,Laboratory Technician,3,Married,25412,9,No,17,3,3,1,9,2,3,5,3,1,2,7.5837,1.0304920304920304,9.0,1.2
36,No,Travel_Rarely,530,Sales,2,4,Life Sciences,3,Female,51,3,2,Sales Representative,4,Single,7439,3,No,15,3,3,0,17,2,2,13,7,6,7,11.4801,1.74563784412563,2.0,1.2
45,No,Non-Travel,1238,Research & Development,1,1,Life Sciences,3,Male,74,2,3,Healthcare Representative,3,Married,3395,3,No,23,4,4,1,25,3,2,23,15,14,4,27.4074,1.578035530759066,1.0,1.2
24,Yes,Travel_Rarely,240,Human Resources,22,1,Human Resources,4,Male,58,1,1,Human Resources,3,Married,11585,1,No,11,3,3,1,1,2,3,1,0,0,0,3.96525,0.5027481409634659,22.0,1.2
47,Yes,Travel_Frequently,1093,Sales,9,3,Life Sciences,3,Male,82,1,4,Sales Executive,3,Married,24164,7,No,11,3,3,0,25,3,1,23,5,14,10,32.9868,2.0760712566201254,9.0,1.0
26,No,Travel_Rarely,390,Research & Development,17,4,Medical,4,Male,62,1,1,Laboratory Technician,3,Married,6217,1,No,15,3,3,3,3,3,4,3,2,0,2,5.87775,0.7986832986832987,17.0,1.2
45,No,Travel_Rarely,1005,Research & Development,28,2,Technical Degree,4,Female,48,2,4,Research Director,2,Single,17119,1,No,11,3,3,0,21,2,3,21,6,8,6,42.5952,1.0117504542701394,28.0,1.2
32,No,Travel_Frequently,585,Research & Development,10,3,Life Sciences,1,Male,56,3,1,Research Scientist,3,Married,17360,6,No,13,3,1,1,10,3,2,5,2,1,3,8.75415,1.1889177489177487,10.0,1.4
31,No,Travel_Rarely,741,Research & Development,2,4,Life Sciences,2,Male,69,3,1,Laboratory Technician,3,Married,18103,1,No,14,3,4,1,6,2,4,5,2,0,3,8.86635,1.2047817047817049,2.0,1.2
41,No,Non-Travel,552,Human Resources,4,3,Human Resources,3,Male,60,1,2,Human Resources,2,Married,20794,6,No,19,3,2,1,10,4,3,3,2,1,2,16.3965,2.0788878111865503,4.0,1.2
40,No,Travel_Rarely,369,Research & Development,8,2,Life Sciences,2,Female,92,3,2,Manufacturing Director,1,Married,5041,2,Yes,16,3,2,1,18,3,3,1,0,0,0,16.6158,1.0107026523964635,16.0,1.2
24,No,Travel_Rarely,506,Research & Development,29,1,Medical,2,Male,91,3,1,Laboratory Technician,1,Divorced,3622,1,No,13,3,2,3,6,2,4,6,2,1,2,9.96285,1.3537768537768538,29.0,1.2
46,No,Travel_Rarely,717,Research & Development,13,4,Life Sciences,3,Male,34,3,2,Healthcare Representative,2,Single,9697,6,No,14,3,4,0,19,3,3,10,7,0,9,14.1831,0.8166201732491557,13.0,1.2
35,No,Travel_Rarely,1370,Research & Development,27,4,Life Sciences,4,Male,49,3,2,Manufacturing Director,3,Married,5151,2,No,16,3,2,1,17,3,3,7,7,0,7,17.55165,1.0676283542733054,27.0,1.2
30,No,Travel_Rarely,793,Research & Development,16,1,Life Sciences,2,Male,33,3,1,Research Scientist,4,Married,3811,1,No,12,3,2,1,10,2,2,10,0,0,8,7.2981,0.9911688311688311,16.0,1.4
47,No,Non-Travel,543,Sales,2,4,Marketing,3,Male,87,3,2,Sales Executive,2,Married,3536,7,No,11,3,4,1,4,3,1,1,0,0,0,12.6939,0.7989086823944791,2.0,1.0
46,No,Travel_Rarely,1277,Sales,2,3,Life Sciences,3,Male,74,3,3,Sales Executive,4,Divorced,5596,4,Yes,12,3,2,1,13,5,2,10,6,0,3,26.4384,1.6639383726528647,4.0,1.0
36,Yes,Travel_Rarely,1456,Sales,13,5,Marketing,2,Male,96,2,2,Sales Executive,1,Divorced,8658,5,Yes,13,3,2,3,16,3,3,2,2,2,2,15.6417,0.9844326753330123,26.0,1.0
32,Yes,Travel_Rarely,964,Sales,1,2,Life Sciences,1,Male,34,1,2,Sales Executive,2,Single,12147,6,No,15,3,2,0,10,2,3,0,0,0,0,17.17425,1.0808858931150698,1.0,1.0
23,No,Travel_Rarely,160,Research & Development,4,1,Medical,3,Female,51,3,1,Laboratory Technician,2,Single,12862,1,No,13,3,3,0,3,3,1,3,2,1,2,8.40225,1.1417186417186418,4.0,1.2
31,No,Travel_Frequently,163,Research & Development,24,1,Technical Degree,4,Female,30,3,2,Manufacturing Director,4,Single,6670,2,No,20,4,4,0,9,3,2,5,4,1,4,13.3569,0.8124709167054444,24.0,1.2
39,No,Non-Travel,792,Research & Development,1,3,Life Sciences,4,Male,77,3,2,Laboratory Technician,4,Married,8989,1,Yes,15,3,4,1,9,2,3,9,8,5,8,16.5036,2.242550242550242,2.0,1.2
32,No,Travel_Rarely,371,Sales,19,3,Life Sciences,4,Male,80,1,3,Sales Executive,3,Married,3840,3,No,13,3,3,1,10,2,1,4,3,0,2,24.5055,1.5422885572139304,19.0,1.0
40,No,Travel_Rarely,611,Sales,7,4,Medical,2,Male,88,3,5,Manager,2,Single,4349,1,No,14,3,2,0,21,3,2,21,8,12,8,50.57415,1.136268584032771,7.0,1.8
45,No,Travel_Rarely,176,Human Resources,4,3,Life Sciences,3,Female,56,1,3,Human Resources,3,Married,6595,4,No,21,4,3,2,9,2,4,5,0,0,3,24.8778,3.154219204655674,4.0,1.2
30,No,Travel_Frequently,1312,Research & Development,2,4,Technical Degree,4,Female,78,2,1,Research Scientist,1,Single,26427,0,No,16,3,4,0,10,2,3,9,7,0,7,12.6684,1.7205194805194806,2.0,1.4
24,No,Travel_Frequently,897,Human Resources,10,3,Medical,1,Male,59,3,1,Human Resources,4,Married,2097,0,No,14,3,4,1,3,2,3,2,2,2,1,5.46975,0.6935014548981572,10.0,1.2
30,Yes,Travel_Frequently,600,Human Resources,8,3,Human Resources,3,Female,66,2,1,Human Resources,4,Divorced,9732,6,No,11,3,3,1,6,0,2,4,2,1,2,5.559,0.704817329453605,8.0,1.2
31,No,Travel_Rarely,1003,Sales,5,3,Technical Degree,1,Male,51,3,2,Sales Executive,3,Married,20943,1,No,19,3,3,1,6,3,3,5,2,0,2,21.2823,1.3394318728935963,5.0,1.0
27,No,Travel_Rarely,1054,Research & Development,8,3,Medical,3,Female,67,3,1,Research Scientist,4,Single,6152,1,No,11,3,3,0,6,5,2,6,2,1,4,8.78475,1.1930735930735932,8.0,1.4
29,Yes,Travel_Rarely,428,Sales,9,3,Marketing,2,Female,52,1,1,Sales Representative,2,Single,14630,1,No,13,3,3,0,2,3,3,2,2,2,2,7.038,1.0701822411787514,9.0,1.2
29,No,Travel_Frequently,461,Research & Development,1,3,Life Sciences,4,Male,70,4,2,Healthcare Representative,3,Single,23060,8,Yes,12,3,4,0,10,5,4,3,2,0,2,16.0497,0.9240933783585378,2.0,1.2
30,No,Travel_Rarely,979,Sales,15,2,Marketing,3,Male,94,2,3,Sales Executive,1,Divorced,3088,2,No,11,3,1,1,12,2,3,7,7,1,7,18.207,1.1458834857968223,15.0,1.0
34,No,Travel_Rarely,181,Research & Development,2,4,Medical,4,Male,97,4,1,Research Scientist,4,Married,5586,0,Yes,14,3,1,3,6,3,3,5,0,1,2,7.4766,1.0154112554112555,4.0,1.4
33,No,Non-Travel,1283,Sales,2,3,Marketing,4,Female,62,3,2,Sales Executive,2,Single,10697,8,No,15,3,4,0,13,2,2,11,7,1,7,13.12485,0.826031134649334,2.0,1.0
49,No,Travel_Rarely,1313,Sales,11,4,Marketing,4,Female,80,3,2,Sales Executive,4,Single,8191,3,No,12,3,3,0,8,1,4,5,1,0,4,11.49285,0.7233188894238485,11.0,1.0
33,Yes,Travel_Rarely,211,Sales,16,3,Life Sciences,1,Female,74,3,3,Sales Executive,1,Single,10092,2,Yes,20,4,3,0,11,2,2,0,0,0,0,21.8382,1.3744182314235274,32.0,1.0
38,No,Travel_Frequently,594,Research & Development,2,2,Medical,3,Female,75,2,1,Laboratory Technician,2,Married,15963,4,No,14,3,2,1,9,4,2,6,1,0,5,6.2934,0.8551628551628552,2.0,1.2
31,Yes,Travel_Rarely,1079,Sales,16,4,Marketing,1,Male,70,3,3,Sales Executive,3,Married,19002,2,No,13,3,1,3,10,2,3,1,0,0,0,20.81055,1.3097416145081044,16.0,1.0
29,No,Travel_Rarely,590,Research & Development,4,3,Technical Degree,4,Female,91,2,1,Research Scientist,1,Divorced,10007,1,No,13,3,3,1,1,2,3,1,0,0,0,5.37795,0.7303896103896104,4.0,1.4
30,No,Travel_Rarely,305,Research & Development,16,3,Life Sciences,3,Male,58,4,2,Healthcare Representative,3,Married,9128,3,No,16,3,3,1,10,3,3,7,0,1,7,13.4997,0.777272059903098,16.0,1.2
32,No,Non-Travel,953,Research & Development,5,4,Technical Degree,2,Male,65,3,1,Research Scientist,2,Single,17674,2,No,14,3,2,0,12,3,3,7,7,0,7,6.9309,0.9412987012987013,5.0,1.4
38,No,Travel_Rarely,833,Research & Development,18,3,Medical,2,Male,60,1,2,Healthcare Representative,4,Married,24539,3,Yes,16,3,3,1,15,2,3,1,0,1,0,14.81805,0.8531786815445602,36.0,1.2
43,Yes,Travel_Frequently,807,Research & Development,17,3,Technical Degree,3,Male,38,2,1,Research Scientist,3,Married,15587,9,Yes,16,3,4,1,6,4,3,1,0,0,0,6.21435,0.843982683982684,34.0,1.4
42,No,Travel_Rarely,855,Research & Development,12,3,Medical,2,Male,57,3,1,Laboratory Technician,2,Divorced,8952,8,No,22,4,2,3,7,6,2,5,3,0,4,7.0533,0.9584199584199584,12.0,1.2
55,No,Travel_Rarely,478,Research & Development,2,3,Medical,3,Male,60,2,5,Research Director,1,Married,19805,8,No,12,3,2,3,34,2,3,1,0,0,0,48.5469,1.1531193216232587,2.0,1.2
33,No,Non-Travel,775,Research & Development,4,3,Technical Degree,4,Male,90,3,2,Research Scientist,2,Divorced,6194,5,No,15,3,4,2,11,2,2,9,8,1,7,7.79025,1.058008658008658,4.0,1.4
41,No,Travel_Rarely,548,Research & Development,9,4,Life Sciences,3,Male,94,3,1,Laboratory Technician,1,Divorced,20520,1,No,20,4,2,2,5,2,3,5,3,0,4,5.83695,0.7931392931392931,9.0,1.2
34,No,Non-Travel,1375,Sales,10,3,Life Sciences,4,Male,87,3,2,Sales Executive,3,Divorced,12313,1,Yes,14,3,3,1,15,3,3,15,14,0,7,10.20255,0.642112020542449,20.0,1.0
53,No,Non-Travel,661,Research & Development,1,4,Medical,1,Female,60,2,4,Manufacturing Director,3,Married,22308,4,Yes,20,4,4,3,27,2,2,3,2,0,2,33.06075,2.0110128742050564,2.0,1.2
43,No,Travel_Rarely,244,Human Resources,2,3,Life Sciences,2,Male,97,3,1,Human Resources,4,Single,5033,0,No,13,3,2,0,10,5,3,9,7,1,8,9.02445,1.144196572906563,2.0,1.2
34,No,Travel_Rarely,511,Sales,3,2,Life Sciences,4,Female,32,1,2,Sales Executive,4,Single,25353,5,No,12,3,1,0,6,3,3,2,2,2,2,15.37395,0.9675814476007061,3.0,1.0
21,Yes,Travel_Rarely,337,Sales,7,1,Marketing,2,Male,31,3,1,Sales Representative,2,Single,4567,1,No,13,3,2,0,1,3,3,1,0,1,0,6.83145,1.038774718883288,7.0,1.2
38,No,Travel_Rarely,1153,Research & Development,6,2,Other,4,Female,40,2,1,Laboratory Technician,3,Married,16376,1,No,11,3,2,1,5,3,3,5,4,0,4,9.4401,1.2827442827442825,6.0,1.2
22,Yes,Travel_Rarely,1294,Research & Development,8,1,Medical,3,Female,79,3,1,Laboratory Technician,1,Married,15999,1,Yes,17,3,3,0,1,6,3,1,0,0,0,6.1149,0.8309078309078308,16.0,1.2
31,No,Travel_Rarely,196,Sales,29,4,Marketing,1,Female,91,2,2,Sales Executive,4,Married,13402,1,No,14,3,1,2,13,3,3,12,7,5,7,13.9434,0.8775477451452415,29.0,1.0
51,No,Travel_Rarely,942,Research & Development,3,3,Technical Degree,1,Female,53,3,3,Manager,3,Married,22984,2,No,11,3,4,0,15,2,3,2,2,2,2,33.4458,0.7514394568735856,3.0,1.8
37,No,Travel_Rarely,589,Sales,9,2,Marketing,2,Male,46,2,2,Sales Executive,2,Married,8800,1,No,14,3,1,2,5,2,3,5,2,0,3,10.68195,0.6722837425774354,9.0,1.0
46,No,Travel_Rarely,734,Research & Development,2,4,Medical,3,Male,46,3,5,Research Director,4,Divorced,14218,7,Yes,17,3,3,1,24,3,3,2,1,2,2,49.2864,1.1706844336765598,4.0,1.2
36,No,Travel_Rarely,1383,Research & Development,10,3,Life Sciences,4,Male,90,3,3,Healthcare Representative,1,Married,25949,7,Yes,13,3,4,1,15,1,3,12,8,5,7,21.21855,1.221700190867714,20.0,1.2
44,Yes,Travel_Frequently,429,Research & Development,1,2,Medical,3,Male,99,3,1,Research Scientist,2,Divorced,11092,1,Yes,12,3,3,3,6,2,2,5,3,2,3,5.9721,0.8110822510822511,2.0,1.4
37,No,Travel_Rarely,1239,Human Resources,8,2,Other,3,Male,89,3,2,Human Resources,2,Divorced,12832,2,No,13,3,3,0,19,4,2,10,0,4,7,10.38105,1.3161978661493696,8.0,1.2
35,Yes,Travel_Rarely,303,Sales,27,3,Life Sciences,3,Male,84,3,2,Sales Executive,4,Single,13492,1,Yes,18,3,4,0,10,2,3,10,7,7,7,14.82315,0.9329160648371048,54.0,1.0
33,No,Travel_Rarely,867,Research & Development,8,4,Life Sciences,4,Male,90,4,1,Research Scientist,1,Married,6076,6,No,19,3,2,1,14,1,3,10,8,7,6,8.01465,1.0884848484848484,8.0,1.4
28,No,Travel_Rarely,1181,Research & Development,1,3,Life Sciences,3,Male,82,3,1,Research Scientist,4,Married,5531,1,No,11,3,3,1,5,6,4,5,3,0,3,5.2122,0.7078787878787879,1.0,1.4
39,No,Travel_Rarely,1253,Research & Development,10,1,Medical,3,Male,65,3,3,Research Director,3,Single,7914,7,No,21,4,3,0,9,3,3,4,3,2,2,34.3332,0.8155057540884313,10.0,1.2
46,No,Non-Travel,849,Sales,26,2,Life Sciences,2,Male,98,2,2,Sales Executive,2,Single,25166,8,No,15,3,3,0,6,3,3,2,2,2,2,20.37705,1.282458674370085,26.0,1.0
40,No,Travel_Rarely,616,Research & Development,2,2,Life Sciences,3,Female,99,3,1,Laboratory Technician,1,Married,25605,4,No,17,3,4,1,7,5,2,4,3,0,2,8.61135,1.1701316701316702,2.0,1.2
42,No,Travel_Rarely,1128,Research & Development,13,3,Medical,2,Male,95,4,2,Healthcare Representative,1,Married,5696,5,No,18,3,3,2,10,2,2,0,0,0,0,14.1219,0.8130964616062252,13.0,1.2
35,No,Non-Travel,1180,Research & Development,2,2,Medical,2,Male,90,3,2,Manufacturing Director,4,Divorced,24442,2,No,14,3,3,1,15,6,3,7,7,1,7,14.6931,0.8937490305568481,2.0,1.2
38,No,Non-Travel,1336,Human Resources,2,3,Human Resources,1,Male,100,3,1,Human Resources,2,Divorced,7129,5,No,13,3,4,3,13,3,3,11,10,3,8,6.6096,0.8380213385063046,2.0,1.2
34,Yes,Travel_Frequently,234,Research & Development,9,4,Life Sciences,4,Male,93,3,2,Laboratory Technician,1,Married,6208,4,No,17,3,3,1,11,3,2,7,1,0,7,13.6323,1.8523908523908525,9.0,1.2
37,Yes,Travel_Rarely,370,Research & Development,10,4,Medical,4,Male,58,3,2,Manufacturing Director,1,Single,4992,1,No,15,3,2,0,10,4,1,10,3,0,8,10.74315,0.653482239801458,10.0,1.2
39,No,Travel_Frequently,766,Sales,20,3,Life Sciences,3,Male,83,3,2,Sales Executive,4,Divorced,19188,2,No,18,3,4,1,7,6,3,2,1,2,2,10.52385,0.6623334938212164,20.0,1.0
43,No,Non-Travel,343,Research & Development,9,3,Life Sciences,1,Male,52,3,1,Research Scientist,3,Single,24978,4,No,13,3,3,0,7,2,2,3,2,1,2,6.2169,0.8443290043290043,9.0,1.4
41,No,Travel_Rarely,447,Research & Development,5,3,Life Sciences,2,Male,85,4,2,Healthcare Representative,2,Single,15530,3,No,12,3,1,0,11,3,1,3,2,1,2,17.5185,1.008662457788871,5.0,1.2
41,No,Travel_Rarely,796,Sales,4,1,Marketing,3,Female,81,3,3,Sales Executive,3,Divorced,26458,0,Yes,13,3,4,1,23,3,4,22,14,13,5,26.63985,1.6766169154228854,8.0,1.0
30,No,Travel_Rarely,1092,Research & Development,10,3,Medical,1,Female,64,3,3,Manufacturing Director,3,Single,2739,9,No,14,3,2,0,9,3,3,7,7,0,2,24.65085,1.499457111834962,10.0,1.2
26,Yes,Travel_Rarely,920,Human Resources,20,2,Medical,4,Female,69,3,1,Human Resources,2,Married,6889,0,Yes,11,3,3,0,6,3,3,5,1,1,4,5.4774,0.6944713870029098,40.0,1.2
46,Yes,Travel_Rarely,261,Research & Development,21,2,Medical,4,Female,66,3,2,Healthcare Representative,2,Married,10842,4,No,22,4,4,1,13,2,4,9,7,3,7,22.7613,1.310527088533255,21.0,1.2
40,No,Travel_Rarely,1194,Research & Development,1,3,Life Sciences,3,Female,52,3,2,Healthcare Representative,4,Divorced,9060,4,No,17,3,4,1,12,3,3,5,3,0,3,16.60815,0.9562472471002789,1.0,1.2
34,No,Travel_Rarely,810,Sales,8,2,Technical Degree,2,Male,92,4,2,Sales Executive,3,Married,22128,1,No,21,4,3,2,10,5,3,10,8,4,8,17.33745,1.0911571176376182,8.0,1.0
58,No,Non-Travel,350,Sales,2,3,Medical,2,Male,52,3,4,Manager,2,Divorced,22577,4,No,22,4,4,1,37,0,2,16,9,14,14,41.54205,0.9333409722421153,2.0,1.8
35,No,Travel_Rarely,185,Research & Development,23,4,Medical,2,Male,91,1,1,Laboratory Technician,3,Married,9696,0,No,16,3,2,1,6,2,4,5,4,0,3,6.89775,0.9372834372834373,23.0,1.2
47,No,Travel_Rarely,1001,Research & Development,4,3,Life Sciences,3,Female,92,2,3,Manufacturing Director,2,Divorced,19271,8,Yes,12,3,3,1,28,4,3,22,11,14,10,26.34915,1.602760974096479,8.0,1.2
40,No,Travel_Rarely,750,Research & Development,12,3,Life Sciences,2,Female,47,3,2,Healthcare Representative,1,Divorced,10748,2,No,12,3,2,1,15,3,3,7,4,7,7,11.3424,0.6530612244897959,12.0,1.2
54,No,Travel_Rarely,431,Research & Development,7,4,Medical,4,Female,68,3,2,Research Scientist,4,Married,15696,4,No,15,3,2,1,14,2,2,7,1,1,7,17.4777,2.3736796536796536,7.0,1.4
31,No,Travel_Frequently,1125,Sales,7,4,Marketing,1,Female,68,3,3,Sales Executive,1,Married,8277,2,No,14,3,4,2,9,3,3,3,2,2,2,24.57435,1.5466217300593803,7.0,1.0
28,No,Travel_Rarely,1217,Research & Development,1,3,Medical,3,Female,67,3,1,Research Scientist,1,Married,12719,1,No,25,4,3,1,3,3,3,3,2,1,2,9.15705,1.2436363636363637,1.0,1.4
38,No,Travel_Rarely,723,Sales,2,4,Marketing,2,Female,77,1,2,Sales Representative,4,Married,4244,2,Yes,20,4,1,2,20,4,2,4,2,0,3,13.78275,2.0957735556417214,4.0,1.2
26,No,Travel_Rarely,572,Sales,10,3,Medical,3,Male,46,3,2,Sales Executive,4,Single,9125,1,No,13,3,1,0,5,4,3,5,3,1,2,11.9442,0.7517252447440218,10.0,1.0
58,No,Travel_Frequently,1216,Research & Development,15,4,Life Sciences,1,Male,87,3,4,Research Director,3,Married,21624,2,Yes,14,3,2,0,23,3,3,2,2,2,2,40.25685,0.9562083585705634,30.0,1.2
18,No,Non-Travel,1431,Research & Development,14,3,Medical,2,Female,33,3,1,Research Scientist,3,Single,8018,1,No,16,3,3,0,0,4,1,0,0,0,0,3.8607,0.5243290043290043,14.0,1.4
31,Yes,Travel_Rarely,359,Human Resources,18,5,Human Resources,4,Male,89,4,1,Human Resources,1,Married,21495,0,No,17,3,3,0,2,4,3,1,0,0,0,7.5378,0.9557064338829615,18.0,1.2
29,Yes,Travel_Rarely,350,Human Resources,13,3,Human Resources,1,Male,56,2,1,Human Resources,1,Divorced,3157,4,Yes,15,3,4,3,4,3,3,2,2,2,0,5.95425,0.7549304881991594,26.0,1.2
45,No,Non-Travel,589,Sales,2,4,Life Sciences,3,Female,67,3,2,Sales Executive,3,Married,19665,4,No,22,4,2,2,10,3,4,8,7,5,7,13.1427,0.8271545498314876,2.0,1.0
36,No,Travel_Rarely,430,Research & Development,2,4,Other,4,Female,73,3,2,Research Scientist,2,Married,19573,4,Yes,22,4,4,1,15,2,3,1,0,0,0,17.7531,2.411082251082251,4.0,1.4
43,No,Travel_Frequently,1422,Sales,2,4,Life Sciences,1,Male,92,3,2,Sales Executive,4,Married,19246,1,No,20,4,3,1,7,5,3,7,7,7,7,14.47125,0.9107687369603594,2.0,1.0
27,No,Travel_Frequently,1297,Research & Development,5,2,Life Sciences,4,Female,53,3,1,Laboratory Technician,4,Single,19826,0,Yes,14,3,3,0,6,3,2,5,4,0,2,6.06645,0.8243243243243242,10.0,1.2
29,No,Travel_Frequently,574,Research & Development,20,1,Medical,4,Male,40,3,1,Laboratory Technician,4,Married,7003,1,No,13,3,2,0,11,3,4,11,8,3,10,9.7206,1.3208593208593207,20.0,1.2
32,No,Travel_Frequently,1318,Sales,10,4,Marketing,4,Male,79,3,2,Sales Executive,4,Single,26075,8,No,13,3,3,0,4,2,4,0,0,0,0,11.8524,0.7459476809500882,10.0,1.0
42,No,Non-Travel,355,Research & Development,10,4,Technical Degree,3,Male,38,3,1,Research Scientist,3,Married,6161,3,No,22,4,2,2,10,1,2,6,3,3,3,7.4868,1.0167965367965368,10.0,1.4
47,No,Travel_Rarely,207,Research & Development,9,4,Life Sciences,2,Female,64,3,1,Laboratory Technician,3,Single,5411,4,No,12,3,3,0,7,2,3,2,2,2,0,5.36775,0.7293832293832294,9.0,1.2
46,No,Travel_Rarely,706,Research & Development,2,2,Life Sciences,4,Male,82,3,3,Manufacturing Director,4,Divorced,19989,3,No,14,3,3,1,12,4,2,9,8,4,7,21.8739,1.330541337055995,2.0,1.2
28,No,Non-Travel,280,Human Resources,1,2,Life Sciences,3,Male,43,3,1,Human Resources,4,Divorced,10494,1,No,15,3,2,1,3,2,3,3,2,2,2,6.9003,0.8748787584869059,1.0,1.2
29,No,Travel_Rarely,726,Research & Development,29,1,Life Sciences,4,Male,93,1,2,Healthcare Representative,3,Divorced,21143,8,No,17,3,4,2,11,3,3,7,0,1,6,16.2792,0.9373072970195272,29.0,1.2
42,No,Travel_Rarely,1142,Research & Development,8,3,Life Sciences,4,Male,81,3,1,Laboratory Technician,3,Single,13624,4,No,13,3,4,0,8,3,3,0,0,0,0,10.1184,1.3749133749133748,8.0,1.2
32,Yes,Travel_Rarely,414,Sales,2,4,Marketing,3,Male,82,2,2,Sales Executive,2,Single,26186,7,Yes,12,3,3,0,7,3,2,2,2,2,2,25.26285,1.5899534585138821,4.0,1.0
46,No,Travel_Rarely,1319,Sales,3,3,Technical Degree,1,Female,45,4,4,Sales Executive,1,Divorced,7739,2,No,12,3,4,1,25,5,3,19,17,2,8,33.72375,2.1224522548547586,3.0,1.0
27,No,Travel_Rarely,728,Sales,23,1,Medical,2,Female,36,2,2,Sales Representative,3,Married,7018,1,No,21,4,4,1,9,5,3,9,8,5,8,9.027,1.3726250484683984,23.0,1.2
29,No,Travel_Rarely,352,Human Resources,6,1,Medical,4,Male,87,2,1,Human Resources,2,Married,15434,1,No,11,3,4,0,1,3,3,1,0,0,0,7.1502,0.9065632072421597,6.0,1.2
43,No,Travel_Rarely,823,Research & Development,6,3,Medical,1,Female,81,2,5,Manager,3,Married,22539,7,No,13,3,4,0,21,2,3,16,12,6,14,49.4496,1.111002893236701,6.0,1.8
